Time Remaining,Down,Score Difference,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Type_field goal attempt,Play Type_kick attempt,Play Type_kneel,Play Type_pass,Play Type_punt,Play Type_rush left,Play Type_rush middle,Play Type_rush right,Best_field goal attempt,Best_kick attempt,Best_kneel,Best_pass,Best_punt,Best_rush left,Best_rush middle,Best_rush right
899,1,35,10,48,0,32,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
899,2,35,9,47,25,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
899,1,35,10,32,4,25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
899,2,35,6,28,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
899,3,35,7,29,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
899,4,35,4,26,22,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
899,1,35,10,14,-5,22,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899,2,35,10,14,5,-5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
899,3,35,5,9,16,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
100,1,35,3,3,63,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
100,1,35,10,3,0,63,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100,1,42,10,50,-2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
100,2,42,12,52,-2,-2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3600,1,0,10,79,27,-2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,1,0,10,62,0,27,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3600,2,0,9,61,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,3,0,9,61,7,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,4,0,2,54,0,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3600,1,0,10,55,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3600,2,0,6,51,5,4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,3,0,1,46,17,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3600,1,0,10,39,0,17,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,2,0,10,39,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3600,3,0,8,37,26,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,1,0,10,21,0,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3600,2,0,5,16,9,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3600,1,0,7,7,2,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3133,2,0,5,5,65,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3133,1,0,10,3,0,65,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3133,1,7,10,67,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3133,2,7,8,65,7,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3133,3,7,1,58,14,7,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
